sample	accession	chrom_mean	chrom_median	global_mean	global_median	global_mode	norm_chrom_mean	norm_chrom_median	norm_global_mean	norm_global_median
ERS2541300	CP003830.1	35.76	36.0	37.85	37.0	36	0.99	1.0	1.05	1.03
ERS2541300	CP003831.1	43.07	37.0	37.85	37.0	36	1.2	1.03	1.05	1.03
ERS2541300	CP003832.1	36.95	37.0	37.85	37.0	36	1.03	1.03	1.05	1.03
ERS2541300	CP003833.2	36.09	36.0	37.85	37.0	36	1.0	1.0	1.05	1.03
ERS1142820	CP003820.1	26.53	25.0	30.31	29.0	29	0.91	0.86	1.05	1.0
ERS1142820	CP003821.1	33.65	26.0	30.31	29.0	29	1.16	0.9	1.05	1.0
ERS1142820	CP003822.1	28.73	28.0	30.31	29.0	29	0.99	0.97	1.05	1.0
ERS1142820	CP003823.1	30.71	31.0	30.31	29.0	29	1.06	1.07	1.05	1.0
ERS1142820	CP003824.1	27.6	27.0	30.31	29.0	29	0.95	0.93	1.05	1.0
ERS1142820	CP003825.1	30.32	30.0	30.31	29.0	29	1.05	1.03	1.05	1.0
ERS1142820	CP003826.1	30.84	30.0	30.31	29.0	29	1.06	1.03	1.05	1.0
ERS1142820	CP003827.1	29.76	30.0	30.31	29.0	29	1.03	1.03	1.05	1.0
ERS1142820	CP003828.1	32.4	32.0	30.31	29.0	29	1.12	1.1	1.05	1.0
ERS1142820	CP003829.1	32.0	31.0	30.31	29.0	29	1.1	1.07	1.05	1.0
ERS1142820	CP003830.1	28.12	28.0	30.31	29.0	29	0.97	0.97	1.05	1.0
ERS1142820	CP003831.1	36.33	35.0	30.31	29.0	29	1.25	1.21	1.05	1.0
ERS1142820	CP003832.1	34.07	34.0	30.31	29.0	29	1.17	1.17	1.05	1.0
ERS1142820	CP003833.2	32.36	32.0	30.31	29.0	29	1.12	1.1	1.05	1.0
ERS2540941	CP003820.1	40.01	39.0	39.39	38.0	38	1.05	1.03	1.04	1.0
ERS2540941	CP003821.1	45.37	37.0	39.39	38.0	38	1.19	0.97	1.04	1.0
ERS2540941	CP003822.1	39.54	39.0	39.39	38.0	38	1.04	1.03	1.04	1.0
ERS2540941	CP003823.1	37.57	38.0	39.39	38.0	38	0.99	1.0	1.04	1.0
ERS2540941	CP003824.1	39.52	39.0	39.39	38.0	38	1.04	1.03	1.04	1.0
ERS2540941	CP003825.1	38.28	38.0	39.39	38.0	38	1.01	1.0	1.04	1.0
ERS2540941	CP003826.1	38.79	39.0	39.39	38.0	38	1.02	1.03	1.04	1.0
ERS2540941	CP003827.1	38.52	39.0	39.39	38.0	38	1.01	1.03	1.04	1.0
ERS2540941	CP003828.1	38.69	38.0	39.39	38.0	38	1.02	1.0	1.04	1.0
ERS2540941	CP003829.1	39.16	39.0	39.39	38.0	38	1.03	1.03	1.04	1.0
ERS2540941	CP003830.1	38.01	38.0	39.39	38.0	38	1.0	1.0	1.04	1.0
ERS2540941	CP003831.1	39.65	39.0	39.39	38.0	38	1.04	1.03	1.04	1.0
ERS2540941	CP003832.1	37.95	38.0	39.39	38.0	38	1.0	1.0	1.04	1.0
ERS2540941	CP003833.2	37.47	38.0	39.39	38.0	38	0.99	1.0	1.04	1.0
ERS1142781	CP003820.1	45.52	46.0	46.63	46.0	46	0.99	1.0	1.01	1.0
ERS1142781	CP003821.1	55.33	46.0	46.63	46.0	46	1.2	1.0	1.01	1.0
ERS1142781	CP003822.1	45.78	46.0	46.63	46.0	46	1.0	1.0	1.01	1.0
ERS1142781	CP003823.1	46.03	46.0	46.63	46.0	46	1.0	1.0	1.01	1.0
ERS1142781	CP003824.1	45.5	46.0	46.63	46.0	46	0.99	1.0	1.01	1.0
ERS1142781	CP003825.1	46.1	46.0	46.63	46.0	46	1.0	1.0	1.01	1.0
ERS1142781	CP003826.1	45.82	46.0	46.63	46.0	46	1.0	1.0	1.01	1.0
ERS1142781	CP003827.1	45.6	46.0	46.63	46.0	46	0.99	1.0	1.01	1.0
ERS1142781	CP003828.1	46.11	46.0	46.63	46.0	46	1.0	1.0	1.01	1.0
ERS1142781	CP003829.1	45.91	46.0	46.63	46.0	46	1.0	1.0	1.01	1.0
ERS1142781	CP003830.1	45.55	46.0	46.63	46.0	46	0.99	1.0	1.01	1.0
ERS1142781	CP003831.1	46.64	46.0	46.63	46.0	46	1.01	1.0	1.01	1.0
ERS1142781	CP003832.1	46.14	46.0	46.63	46.0	46	1.0	1.0	1.01	1.0
ERS1142781	CP003833.2	45.85	46.0	46.63	46.0	46	1.0	1.0	1.01	1.0
ERS1142717	CP003820.1	40.02	40.0	41.16	40.0	40	1.0	1.0	1.03	1.0
ERS1142717	CP003821.1	47.56	40.0	41.16	40.0	40	1.19	1.0	1.03	1.0
ERS1142717	CP003822.1	40.41	40.0	41.16	40.0	40	1.01	1.0	1.03	1.0
ERS1142717	CP003823.1	40.57	41.0	41.16	40.0	40	1.01	1.02	1.03	1.0
ERS1142717	CP003824.1	40.54	41.0	41.16	40.0	40	1.01	1.02	1.03	1.0
ERS1142717	CP003825.1	40.3	40.0	41.16	40.0	40	1.01	1.0	1.03	1.0
ERS1142717	CP003826.1	40.55	41.0	41.16	40.0	40	1.01	1.02	1.03	1.0
ERS1142717	CP003827.1	40.29	41.0	41.16	40.0	40	1.01	1.02	1.03	1.0
ERS1142717	CP003828.1	40.86	41.0	41.16	40.0	40	1.02	1.02	1.03	1.0
ERS1142717	CP003829.1	41.19	41.0	41.16	40.0	40	1.03	1.02	1.03	1.0
ERS1142717	CP003830.1	39.78	40.0	41.16	40.0	40	0.99	1.0	1.03	1.0
ERS1142717	CP003831.1	42.36	42.0	41.16	40.0	40	1.06	1.05	1.03	1.0
ERS1142717	CP003832.1	41.75	41.0	41.16	40.0	40	1.04	1.02	1.03	1.0
ERS1142717	CP003833.2	40.79	41.0	41.16	40.0	40	1.02	1.02	1.03	1.0
ERS542497	CP003820.1	35.71	35.0	35.36	35.0	34	1.05	1.03	1.04	1.03
ERS542497	CP003821.1	41.68	35.0	35.36	35.0	34	1.23	1.03	1.04	1.03
ERS542497	CP003822.1	34.78	35.0	35.36	35.0	34	1.02	1.03	1.04	1.03
ERS542497	CP003823.1	34.06	34.0	35.36	35.0	34	1.0	1.0	1.04	1.03
ERS542497	CP003824.1	35.08	35.0	35.36	35.0	34	1.03	1.03	1.04	1.03
ERS542497	CP003825.1	34.82	35.0	35.36	35.0	34	1.02	1.03	1.04	1.03
ERS542497	CP003826.1	34.82	35.0	35.36	35.0	34	1.02	1.03	1.04	1.03
ERS542497	CP003827.1	34.49	35.0	35.36	35.0	34	1.01	1.03	1.04	1.03
ERS542497	CP003828.1	34.62	34.0	35.36	35.0	34	1.02	1.0	1.04	1.03
ERS542497	CP003829.1	34.38	34.0	35.36	35.0	34	1.01	1.0	1.04	1.03
ERS542497	CP003830.1	34.32	34.0	35.36	35.0	34	1.01	1.0	1.04	1.03
ERS542497	CP003831.1	36.07	34.0	35.36	35.0	34	1.06	1.0	1.04	1.03
ERS542497	CP003832.1	33.71	34.0	35.36	35.0	34	0.99	1.0	1.04	1.03
ERS542497	CP003833.2	34.02	34.0	35.36	35.0	34	1.0	1.0	1.04	1.03
ERS1142783	CP003820.1	49.34	48.0	49.07	48.0	48	1.03	1.0	1.02	1.0
ERS1142783	CP003821.1	57.6	48.0	49.07	48.0	48	1.2	1.0	1.02	1.0
ERS1142783	CP003822.1	48.1	48.0	49.07	48.0	48	1.0	1.0	1.02	1.0
ERS1142783	CP003823.1	47.94	48.0	49.07	48.0	48	1.0	1.0	1.02	1.0
ERS1142783	CP003824.1	47.53	48.0	49.07	48.0	48	0.99	1.0	1.02	1.0
ERS1142783	CP003825.1	48.14	48.0	49.07	48.0	48	1.0	1.0	1.02	1.0
ERS1142783	CP003826.1	48.34	49.0	49.07	48.0	48	1.01	1.02	1.02	1.0
ERS1142783	CP003827.1	48.22	49.0	49.07	48.0	48	1.0	1.02	1.02	1.0
ERS1142783	CP003828.1	48.43	49.0	49.07	48.0	48	1.01	1.02	1.02	1.0
ERS1142783	CP003829.1	48.6	49.0	49.07	48.0	48	1.01	1.02	1.02	1.0
ERS1142783	CP003830.1	47.61	48.0	49.07	48.0	48	0.99	1.0	1.02	1.0
ERS1142783	CP003831.1	50.25	49.0	49.07	48.0	48	1.05	1.02	1.02	1.0
ERS1142783	CP003832.1	47.2	48.0	49.07	48.0	48	0.98	1.0	1.02	1.0
ERS1142783	CP003833.2	47.65	48.0	49.07	48.0	48	0.99	1.0	1.02	1.0
ERS2541178	CP003820.1	39.68	40.0	39.16	39.0	38	1.04	1.05	1.03	1.03
ERS2541178	CP003821.1	42.45	38.0	39.16	39.0	38	1.12	1.0	1.03	1.03
ERS2541178	CP003822.1	40.34	40.0	39.16	39.0	38	1.06	1.05	1.03	1.03
ERS2541178	CP003823.1	37.41	37.0	39.16	39.0	38	0.98	0.97	1.03	1.03
ERS2541178	CP003824.1	39.63	40.0	39.16	39.0	38	1.04	1.05	1.03	1.03
ERS2541178	CP003825.1	39.28	39.0	39.16	39.0	38	1.03	1.03	1.03	1.03
ERS2541178	CP003826.1	38.68	38.0	39.16	39.0	38	1.02	1.0	1.03	1.03
ERS2541178	CP003827.1	37.71	38.0	39.16	39.0	38	0.99	1.0	1.03	1.03
ERS2541178	CP003828.1	37.78	38.0	39.16	39.0	38	0.99	1.0	1.03	1.03
ERS2541178	CP003829.1	39.62	39.0	39.16	39.0	38	1.04	1.03	1.03	1.03
ERS2541178	CP003830.1	37.98	38.0	39.16	39.0	38	1.0	1.0	1.03	1.03
ERS2541178	CP003831.1	39.91	39.0	39.16	39.0	38	1.05	1.03	1.03	1.03
ERS2541178	CP003832.1	38.28	38.0	39.16	39.0	38	1.01	1.0	1.03	1.03
ERS2541178	CP003833.2	37.13	37.0	39.16	39.0	38	0.98	0.97	1.03	1.03
ERS2540927	CP003820.1	50.79	49.0	50.29	49.0	48	1.06	1.02	1.05	1.02
ERS2540927	CP003821.1	55.23	47.0	50.29	49.0	48	1.15	0.98	1.05	1.02
ERS2540927	CP003822.1	50.54	50.0	50.29	49.0	48	1.05	1.04	1.05	1.02
ERS2540927	CP003823.1	48.27	48.0	50.29	49.0	48	1.01	1.0	1.05	1.02
ERS2540927	CP003824.1	49.97	50.0	50.29	49.0	48	1.04	1.04	1.05	1.02
ERS2540927	CP003825.1	49.25	49.0	50.29	49.0	48	1.03	1.02	1.05	1.02
ERS2540927	CP003826.1	49.79	49.0	50.29	49.0	48	1.04	1.02	1.05	1.02
ERS2540927	CP003827.1	49.23	49.0	50.29	49.0	48	1.03	1.02	1.05	1.02
ERS2540927	CP003828.1	49.3	48.0	50.29	49.0	48	1.03	1.0	1.05	1.02
ERS2540927	CP003829.1	51.12	50.0	50.29	49.0	48	1.06	1.04	1.05	1.02
ERS2540927	CP003830.1	49.1	49.0	50.29	49.0	48	1.02	1.02	1.05	1.02
ERS2540927	CP003831.1	50.94	50.0	50.29	49.0	48	1.06	1.04	1.05	1.02
ERS2540927	CP003832.1	49.92	50.0	50.29	49.0	48	1.04	1.04	1.05	1.02
ERS2540927	CP003833.2	49.02	49.0	50.29	49.0	48	1.02	1.02	1.05	1.02
ERS1142741	CP003820.1	36.32	35.0	36.96	36.0	36	1.01	0.97	1.03	1.0
ERS1142741	CP003821.1	42.54	35.0	36.96	36.0	36	1.18	0.97	1.03	1.0
ERS1142741	CP003822.1	36.08	36.0	36.96	36.0	36	1.0	1.0	1.03	1.0
ERS1142741	CP003823.1	36.61	37.0	36.96	36.0	36	1.02	1.03	1.03	1.0
ERS1142741	CP003824.1	35.5	36.0	36.96	36.0	36	0.99	1.0	1.03	1.0
ERS1142741	CP003825.1	36.12	36.0	36.96	36.0	36	1.0	1.0	1.03	1.0
ERS1142741	CP003826.1	36.9	37.0	36.96	36.0	36	1.02	1.03	1.03	1.0
ERS1142741	CP003827.1	36.42	36.0	36.96	36.0	36	1.01	1.0	1.03	1.0
ERS1142741	CP003828.1	36.43	36.0	36.96	36.0	36	1.01	1.0	1.03	1.0
ERS1142741	CP003829.1	36.96	37.0	36.96	36.0	36	1.03	1.03	1.03	1.0
ERS1142741	CP003830.1	35.67	36.0	36.96	36.0	36	0.99	1.0	1.03	1.0
ERS1142741	CP003831.1	39.95	38.0	36.96	36.0	36	1.11	1.06	1.03	1.0
ERS1142741	CP003832.1	36.88	37.0	36.96	36.0	36	1.02	1.03	1.03	1.0
ERS1142741	CP003833.2	36.35	36.0	36.96	36.0	36	1.01	1.0	1.03	1.0
ERS2541000	CP003820.1	52.85	51.0	53.81	52.0	52	1.02	0.98	1.03	1.0
ERS2541000	CP003821.1	59.55	48.0	53.81	52.0	52	1.15	0.92	1.03	1.0
ERS2541000	CP003822.1	52.98	53.0	53.81	52.0	52	1.02	1.02	1.03	1.0
ERS2541000	CP003823.1	52.92	53.0	53.81	52.0	52	1.02	1.02	1.03	1.0
ERS2541000	CP003824.1	51.6	52.0	53.81	52.0	52	0.99	1.0	1.03	1.0
ERS2541000	CP003825.1	52.58	53.0	53.81	52.0	52	1.01	1.02	1.03	1.0
ERS2541000	CP003826.1	53.72	53.0	53.81	52.0	52	1.03	1.02	1.03	1.0
ERS2541000	CP003827.1	52.16	53.0	53.81	52.0	52	1.0	1.02	1.03	1.0
ERS2541000	CP003828.1	54.06	53.0	53.81	52.0	52	1.04	1.02	1.03	1.0
ERS2541000	CP003829.1	55.76	55.0	53.81	52.0	52	1.07	1.06	1.03	1.0
ERS2541000	CP003830.1	51.52	52.0	53.81	52.0	52	0.99	1.0	1.03	1.0
ERS2541000	CP003831.1	57.65	56.0	53.81	52.0	52	1.11	1.08	1.03	1.0
ERS2541000	CP003832.1	54.33	55.0	53.81	52.0	52	1.04	1.06	1.03	1.0
ERS2541000	CP003833.2	55.13	55.0	53.81	52.0	52	1.06	1.06	1.03	1.0
ERS2541364	CP003820.1	56.8	55.0	55.1	54.0	54	1.05	1.02	1.02	1.0
ERS2541364	CP003821.1	63.77	54.0	55.1	54.0	54	1.18	1.0	1.02	1.0
ERS2541364	CP003822.1	55.11	55.0	55.1	54.0	54	1.02	1.02	1.02	1.0
ERS2541364	CP003823.1	52.49	53.0	55.1	54.0	54	0.97	0.98	1.02	1.0
ERS2541364	CP003824.1	54.84	55.0	55.1	54.0	54	1.02	1.02	1.02	1.0
ERS2541364	CP003825.1	54.57	55.0	55.1	54.0	54	1.01	1.02	1.02	1.0
ERS2541364	CP003826.1	53.94	54.0	55.1	54.0	54	1.0	1.0	1.02	1.0
ERS2541364	CP003827.1	53.32	54.0	55.1	54.0	54	0.99	1.0	1.02	1.0
ERS2541364	CP003828.1	53.54	54.0	55.1	54.0	54	0.99	1.0	1.02	1.0
ERS2541364	CP003829.1	54.28	55.0	55.1	54.0	54	1.01	1.02	1.02	1.0
ERS2541364	CP003830.1	53.53	54.0	55.1	54.0	54	0.99	1.0	1.02	1.0
ERS2541364	CP003831.1	54.54	54.0	55.1	54.0	54	1.01	1.0	1.02	1.0
ERS2541364	CP003832.1	53.3	54.0	55.1	54.0	54	0.99	1.0	1.02	1.0
ERS2541364	CP003833.2	52.13	52.0	55.1	54.0	54	0.97	0.96	1.02	1.0
ERS2541028	CP003820.1	63.07	62.0	45.23	43.0	42	1.5	1.48	1.08	1.02
ERS2541028	CP003821.1	51.6	41.0	45.23	43.0	42	1.23	0.98	1.08	1.02
ERS2541028	CP003822.1	41.44	41.0	45.23	43.0	42	0.99	0.98	1.08	1.02
ERS2541028	CP003823.1	40.5	41.0	45.23	43.0	42	0.96	0.98	1.08	1.02
ERS2541028	CP003824.1	41.29	41.0	45.23	43.0	42	0.98	0.98	1.08	1.02
ERS2541028	CP003825.1	41.08	41.0	45.23	43.0	42	0.98	0.98	1.08	1.02
ERS2541028	CP003826.1	41.48	41.0	45.23	43.0	42	0.99	0.98	1.08	1.02
ERS2541028	CP003827.1	40.53	41.0	45.23	43.0	42	0.97	0.98	1.08	1.02
ERS2541028	CP003828.1	41.43	41.0	45.23	43.0	42	0.99	0.98	1.08	1.02
ERS2541028	CP003829.1	42.2	42.0	45.23	43.0	42	1.0	1.0	1.08	1.02
ERS2541028	CP003830.1	40.87	41.0	45.23	43.0	42	0.97	0.98	1.08	1.02
ERS2541028	CP003831.1	55.38	55.0	45.23	43.0	42	1.32	1.31	1.08	1.02
ERS2541028	CP003832.1	39.88	41.0	45.23	43.0	42	0.95	0.98	1.08	1.02
ERS2541028	CP003833.2	40.52	41.0	45.23	43.0	42	0.96	0.98	1.08	1.02
ERS2541358	CP003820.1	48.01	48.0	52.27	49.0	48	1.0	1.0	1.09	1.02
ERS2541358	CP003821.1	90.27	87.0	52.27	49.0	48	1.88	1.81	1.09	1.02
ERS2541358	CP003822.1	49.13	49.0	52.27	49.0	48	1.02	1.02	1.09	1.02
ERS2541358	CP003823.1	46.12	47.0	52.27	49.0	48	0.96	0.98	1.09	1.02
ERS2541358	CP003824.1	48.38	48.0	52.27	49.0	48	1.01	1.0	1.09	1.02
ERS2541358	CP003825.1	47.1	47.0	52.27	49.0	48	0.98	0.98	1.09	1.02
ERS2541358	CP003826.1	47.01	47.0	52.27	49.0	48	0.98	0.98	1.09	1.02
ERS2541358	CP003827.1	46.63	47.0	52.27	49.0	48	0.97	0.98	1.09	1.02
ERS2541358	CP003828.1	61.46	55.0	52.27	49.0	48	1.28	1.15	1.09	1.02
ERS2541358	CP003829.1	47.78	48.0	52.27	49.0	48	1.0	1.0	1.09	1.02
ERS2541358	CP003830.1	48.46	48.0	52.27	49.0	48	1.01	1.0	1.09	1.02
ERS2541358	CP003831.1	48.45	48.0	52.27	49.0	48	1.01	1.0	1.09	1.02
ERS2541358	CP003832.1	49.35	50.0	52.27	49.0	48	1.03	1.04	1.09	1.02
ERS2541358	CP003833.2	46.49	47.0	52.27	49.0	48	0.97	0.98	1.09	1.02
ERS2541307	CP003820.1	43.85	43.0	43.09	42.0	41	1.07	1.05	1.05	1.02
ERS2541307	CP003821.1	52.65	41.0	43.09	42.0	41	1.28	1.0	1.05	1.02
ERS2541307	CP003822.1	42.94	43.0	43.09	42.0	41	1.05	1.05	1.05	1.02
ERS2541307	CP003823.1	41.13	41.0	43.09	42.0	41	1.0	1.0	1.05	1.02
ERS2541307	CP003824.1	42.73	43.0	43.09	42.0	41	1.04	1.05	1.05	1.02
ERS2541307	CP003825.1	42.2	42.0	43.09	42.0	41	1.03	1.02	1.05	1.02
ERS2541307	CP003826.1	41.93	42.0	43.09	42.0	41	1.02	1.02	1.05	1.02
ERS2541307	CP003827.1	42.01	42.0	43.09	42.0	41	1.02	1.02	1.05	1.02
ERS2541307	CP003828.1	41.43	41.0	43.09	42.0	41	1.01	1.0	1.05	1.02
ERS2541307	CP003829.1	42.67	43.0	43.09	42.0	41	1.04	1.05	1.05	1.02
ERS2541307	CP003830.1	40.7	41.0	43.09	42.0	41	0.99	1.0	1.05	1.02
ERS2541307	CP003831.1	43.06	42.0	43.09	42.0	41	1.05	1.02	1.05	1.02
ERS2541307	CP003832.1	41.17	42.0	43.09	42.0	41	1.0	1.02	1.05	1.02
ERS2541307	CP003833.2	40.72	41.0	43.09	42.0	41	0.99	1.0	1.05	1.02
ERS1142722	CP003820.1	40.41	39.0	42.28	41.0	40	1.01	0.98	1.06	1.02
ERS1142722	CP003821.1	52.76	38.0	42.28	41.0	40	1.32	0.95	1.06	1.02
ERS1142722	CP003822.1	40.65	40.0	42.28	41.0	40	1.02	1.0	1.06	1.02
ERS1142722	CP003823.1	41.66	42.0	42.28	41.0	40	1.04	1.05	1.06	1.02
ERS1142722	CP003824.1	39.85	40.0	42.28	41.0	40	1.0	1.0	1.06	1.02
ERS1142722	CP003825.1	40.54	40.0	42.28	41.0	40	1.01	1.0	1.06	1.02
ERS1142722	CP003826.1	41.42	41.0	42.28	41.0	40	1.04	1.02	1.06	1.02
ERS1142722	CP003827.1	41.45	41.0	42.28	41.0	40	1.04	1.02	1.06	1.02
ERS1142722	CP003828.1	42.48	42.0	42.28	41.0	40	1.06	1.05	1.06	1.02
ERS1142722	CP003829.1	42.38	42.0	42.28	41.0	40	1.06	1.05	1.06	1.02
ERS1142722	CP003830.1	40.27	40.0	42.28	41.0	40	1.01	1.0	1.06	1.02
ERS1142722	CP003831.1	45.2	44.0	42.28	41.0	40	1.13	1.1	1.06	1.02
ERS1142722	CP003832.1	42.56	43.0	42.28	41.0	40	1.06	1.08	1.06	1.02
ERS1142722	CP003833.2	42.46	42.0	42.28	41.0	40	1.06	1.05	1.06	1.02
ERS2541305	CP003820.1	47.73	47.0	46.86	46.0	44	1.08	1.07	1.06	1.05
ERS2541305	CP003821.1	51.6	45.0	46.86	46.0	44	1.17	1.02	1.06	1.05
ERS2541305	CP003822.1	48.14	47.0	46.86	46.0	44	1.09	1.07	1.06	1.05
ERS2541305	CP003823.1	43.57	44.0	46.86	46.0	44	0.99	1.0	1.06	1.05
ERS2541305	CP003824.1	48.77	48.0	46.86	46.0	44	1.11	1.09	1.06	1.05
ERS2541305	CP003825.1	47.01	46.0	46.86	46.0	44	1.07	1.05	1.06	1.05
ERS2541305	CP003826.1	46.23	45.0	46.86	46.0	44	1.05	1.02	1.06	1.05
ERS2541305	CP003827.1	46.26	46.0	46.86	46.0	44	1.05	1.05	1.06	1.05
ERS2541305	CP003828.1	45.43	44.0	46.86	46.0	44	1.03	1.0	1.06	1.05
ERS2541305	CP003829.1	46.65	46.0	46.86	46.0	44	1.06	1.05	1.06	1.05
ERS2541305	CP003830.1	44.15	43.0	46.86	46.0	44	1.0	0.98	1.06	1.05
ERS2541305	CP003831.1	47.56	45.0	46.86	46.0	44	1.08	1.02	1.06	1.05
ERS2541305	CP003832.1	45.45	46.0	46.86	46.0	44	1.03	1.05	1.06	1.05
ERS2541305	CP003833.2	43.15	43.0	46.86	46.0	44	0.98	0.98	1.06	1.05
ERS2541280	CP003820.1	30.46	29.0	30.23	29.0	28	1.09	1.04	1.08	1.04
ERS2541280	CP003821.1	33.38	27.0	30.23	29.0	28	1.19	0.96	1.08	1.04
ERS2541280	CP003822.1	30.24	30.0	30.23	29.0	28	1.08	1.07	1.08	1.04
ERS2541280	CP003823.1	29.31	29.0	30.23	29.0	28	1.05	1.04	1.08	1.04
ERS2541280	CP003824.1	29.85	30.0	30.23	29.0	28	1.07	1.07	1.08	1.04
ERS2541280	CP003825.1	29.83	30.0	30.23	29.0	28	1.07	1.07	1.08	1.04
ERS2541280	CP003826.1	29.81	29.0	30.23	29.0	28	1.06	1.04	1.08	1.04
ERS2541280	CP003827.1	29.79	30.0	30.23	29.0	28	1.06	1.07	1.08	1.04
ERS2541280	CP003828.1	29.34	29.0	30.23	29.0	28	1.05	1.04	1.08	1.04
ERS2541280	CP003829.1	30.46	30.0	30.23	29.0	28	1.09	1.07	1.08	1.04
ERS2541280	CP003830.1	28.74	29.0	30.23	29.0	28	1.03	1.04	1.08	1.04
ERS2541280	CP003831.1	32.63	31.0	30.23	29.0	28	1.17	1.11	1.08	1.04
ERS2541280	CP003832.1	30.13	30.0	30.23	29.0	28	1.08	1.07	1.08	1.04
ERS2541280	CP003833.2	29.37	29.0	30.23	29.0	28	1.05	1.04	1.08	1.04
ERS2540932	CP003820.1	43.89	42.0	45.42	44.0	43	1.02	0.98	1.06	1.02
ERS2540932	CP003821.1	57.22	42.0	45.42	44.0	43	1.33	0.98	1.06	1.02
ERS2540932	CP003822.1	44.06	44.0	45.42	44.0	43	1.02	1.02	1.06	1.02
ERS2540932	CP003823.1	43.87	44.0	45.42	44.0	43	1.02	1.02	1.06	1.02
ERS2540932	CP003824.1	43.11	43.0	45.42	44.0	43	1.0	1.0	1.06	1.02
ERS2540932	CP003825.1	43.98	44.0	45.42	44.0	43	1.02	1.02	1.06	1.02
ERS2540932	CP003826.1	44.54	44.0	45.42	44.0	43	1.04	1.02	1.06	1.02
ERS2540932	CP003827.1	43.81	44.0	45.42	44.0	43	1.02	1.02	1.06	1.02
ERS2540932	CP003828.1	45.25	44.0	45.42	44.0	43	1.05	1.02	1.06	1.02
ERS2540932	CP003829.1	45.89	45.0	45.42	44.0	43	1.07	1.05	1.06	1.02
ERS2540932	CP003830.1	42.97	43.0	45.42	44.0	43	1.0	1.0	1.06	1.02
ERS2540932	CP003831.1	47.96	46.0	45.42	44.0	43	1.12	1.07	1.06	1.02
ERS2540932	CP003832.1	44.96	46.0	45.42	44.0	43	1.05	1.07	1.06	1.02
ERS2540932	CP003833.2	45.14	45.0	45.42	44.0	43	1.05	1.05	1.06	1.02
ERS542448	CP003820.1	29.15	29.0	29.37	29.0	28	1.04	1.04	1.05	1.04
ERS542448	CP003821.1	35.46	29.0	29.37	29.0	28	1.27	1.04	1.05	1.04
ERS542448	CP003822.1	28.88	29.0	29.37	29.0	28	1.03	1.04	1.05	1.04
ERS542448	CP003823.1	27.94	28.0	29.37	29.0	28	1.0	1.0	1.05	1.04
ERS542448	CP003824.1	28.88	29.0	29.37	29.0	28	1.03	1.04	1.05	1.04
ERS542448	CP003825.1	29.02	29.0	29.37	29.0	28	1.04	1.04	1.05	1.04
ERS542448	CP003826.1	28.95	29.0	29.37	29.0	28	1.03	1.04	1.05	1.04
ERS542448	CP003827.1	28.67	29.0	29.37	29.0	28	1.02	1.04	1.05	1.04
ERS542448	CP003828.1	29.45	29.0	29.37	29.0	28	1.05	1.04	1.05	1.04
ERS542448	CP003829.1	28.43	28.0	29.37	29.0	28	1.02	1.0	1.05	1.04
ERS542448	CP003830.1	28.5	28.0	29.37	29.0	28	1.02	1.0	1.05	1.04
ERS542448	CP003831.1	29.72	28.0	29.37	29.0	28	1.06	1.0	1.05	1.04
ERS542448	CP003832.1	28.04	28.0	29.37	29.0	28	1.0	1.0	1.05	1.04
ERS542448	CP003833.2	28.11	28.0	29.37	29.0	28	1.0	1.0	1.05	1.04
ERS2541019	CP003820.1	41.18	41.0	45.67	44.0	44	0.94	0.93	1.04	1.0
ERS2541019	CP003821.1	48.59	41.0	45.67	44.0	44	1.1	0.93	1.04	1.0
ERS2541019	CP003822.1	45.29	45.0	45.67	44.0	44	1.03	1.02	1.04	1.0
ERS2541019	CP003823.1	46.72	46.0	45.67	44.0	44	1.06	1.05	1.04	1.0
ERS2541019	CP003824.1	43.75	43.0	45.67	44.0	44	0.99	0.98	1.04	1.0
ERS2541019	CP003825.1	45.95	45.0	45.67	44.0	44	1.04	1.02	1.04	1.0
ERS2541019	CP003826.1	45.62	45.0	45.67	44.0	44	1.04	1.02	1.04	1.0
ERS2541019	CP003827.1	44.88	44.0	45.67	44.0	44	1.02	1.0	1.04	1.0
ERS2541019	CP003828.1	47.24	46.0	45.67	44.0	44	1.07	1.05	1.04	1.0
ERS2541019	CP003829.1	47.64	47.0	45.67	44.0	44	1.08	1.07	1.04	1.0
ERS2541019	CP003830.1	46.01	46.0	45.67	44.0	44	1.05	1.05	1.04	1.0
ERS2541019	CP003831.1	51.63	49.0	45.67	44.0	44	1.17	1.11	1.04	1.0
ERS2541019	CP003832.1	44.2	43.0	45.67	44.0	44	1.0	0.98	1.04	1.0
ERS2541019	CP003833.2	47.08	46.0	45.67	44.0	44	1.07	1.05	1.04	1.0
ERS1142825	CP003820.1	44.72	45.0	47.11	46.0	46	0.97	0.98	1.02	1.0
ERS1142825	CP003821.1	53.37	45.0	47.11	46.0	46	1.16	0.98	1.02	1.0
ERS1142825	CP003822.1	46.77	46.0	47.11	46.0	46	1.02	1.0	1.02	1.0
ERS1142825	CP003823.1	47.61	48.0	47.11	46.0	46	1.03	1.04	1.02	1.0
ERS1142825	CP003824.1	45.42	46.0	47.11	46.0	46	0.99	1.0	1.02	1.0
ERS1142825	CP003825.1	46.48	47.0	47.11	46.0	46	1.01	1.02	1.02	1.0
