sample	accession	chrom_mean	chrom_median	global_mean	global_median	global_mode	norm_chrom_mean	norm_chrom_median	norm_global_mean	norm_global_median
SRS417650	CP097926.1	153.59	156.0	150.65	154.0	155	0.99	1.01	0.97	0.99
SRS417650	CP097927.1	153.64	156.0	150.65	154.0	155	0.99	1.01	0.97	0.99
SRS417650	CP097928.1	147.07	151.0	150.65	154.0	155	0.95	0.97	0.97	0.99
SRS417650	CP097929.1	152.15	155.0	150.65	154.0	155	0.98	1.0	0.97	0.99
SRS417650	CP097930.1	156.02	155.0	150.65	154.0	155	1.01	1.0	0.97	0.99
SRS417650	CP097931.1	151.09	155.0	150.65	154.0	155	0.97	1.0	0.97	0.99
SRS417650	CP097932.1	153.38	157.0	150.65	154.0	155	0.99	1.01	0.97	0.99
SRS417650	CP097933.1	153.3	157.0	150.65	154.0	155	0.99	1.01	0.97	0.99
SRS417650	CP097934.1	151.24	152.0	150.65	154.0	155	0.98	0.98	0.97	0.99
SRS417650	CP097935.1	148.47	156.0	150.65	154.0	155	0.96	1.01	0.97	0.99
SRS417650	CP097936.1	152.06	157.0	150.65	154.0	155	0.98	1.01	0.97	0.99
SRS417650	CP097937.1	150.53	156.0	150.65	154.0	155	0.97	1.01	0.97	0.99
SRS404745	CP003820.1	114.84	114.0	118.47	117.0	118	0.97	0.97	1.0	0.99
SRS404745	CP003821.1	130.71	114.0	118.47	117.0	118	1.11	0.97	1.0	0.99
SRS404745	CP003822.1	115.47	116.0	118.47	117.0	118	0.98	0.98	1.0	0.99
SRS404745	CP003823.1	118.54	120.0	118.47	117.0	118	1.0	1.02	1.0	0.99
SRS404745	CP003824.1	115.74	117.0	118.47	117.0	118	0.98	0.99	1.0	0.99
SRS404745	CP003825.1	116.65	118.0	118.47	117.0	118	0.99	1.0	1.0	0.99
SRS404745	CP003826.1	117.9	118.0	118.47	117.0	118	1.0	1.0	1.0	0.99
SRS404745	CP003827.1	116.45	118.0	118.47	117.0	118	0.99	1.0	1.0	0.99
SRS404745	CP003828.1	120.45	120.0	118.47	117.0	118	1.02	1.02	1.0	0.99
SRS404745	CP003829.1	118.68	120.0	118.47	117.0	118	1.01	1.02	1.0	0.99
SRS404745	CP003830.1	115.25	116.0	118.47	117.0	118	0.98	0.98	1.0	0.99
SRS404745	CP003831.1	123.98	121.0	118.47	117.0	118	1.05	1.03	1.0	0.99
SRS404745	CP003832.1	120.34	121.0	118.47	117.0	118	1.02	1.03	1.0	0.99
SRS404745	CP003833.2	119.55	120.0	118.47	117.0	118	1.01	1.02	1.0	0.99
SRS404451	CP003820.1	115.85	115.0	116.93	117.0	118	0.98	0.97	0.99	0.99
SRS404451	CP003821.1	126.65	114.0	116.93	117.0	118	1.07	0.97	0.99	0.99
SRS404451	CP003822.1	115.79	117.0	116.93	117.0	118	0.98	0.99	0.99	0.99
SRS404451	CP003823.1	116.02	118.0	116.93	117.0	118	0.98	1.0	0.99	0.99
SRS404451	CP003824.1	115.09	116.0	116.93	117.0	118	0.98	0.98	0.99	0.99
SRS404451	CP003825.1	115.76	118.0	116.93	117.0	118	0.98	1.0	0.99	0.99
SRS404451	CP003826.1	115.8	117.0	116.93	117.0	118	0.98	0.99	0.99	0.99
SRS404451	CP003827.1	114.48	117.0	116.93	117.0	118	0.97	0.99	0.99	0.99
SRS404451	CP003828.1	118.24	118.0	116.93	117.0	118	1.0	1.0	0.99	0.99
SRS404451	CP003829.1	116.46	118.0	116.93	117.0	118	0.99	1.0	0.99	0.99
SRS404451	CP003830.1	115.18	117.0	116.93	117.0	118	0.98	0.99	0.99	0.99
SRS404451	CP003831.1	120.14	118.0	116.93	117.0	118	1.02	1.0	0.99	0.99
SRS404451	CP003832.1	116.25	118.0	116.93	117.0	118	0.99	1.0	0.99	0.99
SRS404451	CP003833.2	116.27	118.0	116.93	117.0	118	0.99	1.0	0.99	0.99
SRS404462	CP003820.1	151.75	151.0	166.17	167.0	170	0.89	0.89	0.98	0.98
SRS404462	CP003821.1	176.43	154.0	166.17	167.0	170	1.04	0.91	0.98	0.98
SRS404462	CP003822.1	162.76	165.0	166.17	167.0	170	0.96	0.97	0.98	0.98
SRS404462	CP003823.1	171.73	175.0	166.17	167.0	170	1.01	1.03	0.98	0.98
SRS404462	CP003824.1	158.43	160.0	166.17	167.0	170	0.93	0.94	0.98	0.98
SRS404462	CP003825.1	165.2	168.0	166.17	167.0	170	0.97	0.99	0.98	0.98
SRS404462	CP003826.1	170.82	173.0	166.17	167.0	170	1.0	1.02	0.98	0.98
SRS404462	CP003827.1	162.11	166.0	166.17	167.0	170	0.95	0.98	0.98	0.98
SRS404462	CP003828.1	173.04	175.0	166.17	167.0	170	1.02	1.03	0.98	0.98
SRS404462	CP003829.1	174.05	176.0	166.17	167.0	170	1.02	1.04	0.98	0.98
SRS404462	CP003830.1	159.82	163.0	166.17	167.0	170	0.94	0.96	0.98	0.98
SRS404462	CP003831.1	182.83	182.0	166.17	167.0	170	1.08	1.07	0.98	0.98
SRS404462	CP003832.1	172.24	178.0	166.17	167.0	170	1.01	1.05	0.98	0.98
SRS404462	CP003833.2	172.93	176.0	166.17	167.0	170	1.02	1.04	0.98	0.98
SRS881158	chr01_Bt22	133.62	130.0	141.79	139.0	138	0.97	0.94	1.03	1.01
SRS881158	chr02_Bt22	130.92	127.0	141.79	139.0	138	0.95	0.92	1.03	1.01
SRS881158	chr03_Bt22	150.76	148.0	141.79	139.0	138	1.09	1.07	1.03	1.01
SRS881158	chr04_Bt22	150.32	147.0	141.79	139.0	138	1.09	1.07	1.03	1.01
SRS881158	chr05_Bt22	133.59	131.0	141.79	139.0	138	0.97	0.95	1.03	1.01
SRS881158	chr06_Bt22	141.47	140.0	141.79	139.0	138	1.03	1.01	1.03	1.01
SRS881158	chr07_Bt22	142.9	141.0	141.79	139.0	138	1.04	1.02	1.03	1.01
SRS881158	chr08_Bt22	143.52	140.0	141.79	139.0	138	1.04	1.01	1.03	1.01
SRS881158	chr09_Bt22	145.9	144.0	141.79	139.0	138	1.06	1.04	1.03	1.01
SRS881158	chr10_Bt22	149.13	145.0	141.79	139.0	138	1.08	1.05	1.03	1.01
SRS881158	chr11_Bt22	133.29	131.0	141.79	139.0	138	0.97	0.95	1.03	1.01
SRS881158	chr12_Bt22	157.74	153.0	141.79	139.0	138	1.14	1.11	1.03	1.01
SRS881158	chr13_Bt22	154.81	150.0	141.79	139.0	138	1.12	1.09	1.03	1.01
SRS881158	chr14_Bt22	153.18	149.0	141.79	139.0	138	1.11	1.08	1.03	1.01
SRS429660	CP003820.1	65.83	65.0	71.61	70.0	70	0.94	0.93	1.02	1.0
SRS429660	CP003821.1	76.86	66.0	71.61	70.0	70	1.1	0.94	1.02	1.0
SRS429660	CP003822.1	70.6	70.0	71.61	70.0	70	1.01	1.0	1.02	1.0
SRS429660	CP003823.1	74.24	74.0	71.61	70.0	70	1.06	1.06	1.02	1.0
SRS429660	CP003824.1	68.04	68.0	71.61	70.0	70	0.97	0.97	1.02	1.0
SRS429660	CP003825.1	70.26	71.0	71.61	70.0	70	1.0	1.01	1.02	1.0
SRS429660	CP003826.1	71.48	71.0	71.61	70.0	70	1.02	1.01	1.02	1.0
SRS429660	CP003827.1	71.55	72.0	71.61	70.0	70	1.02	1.03	1.02	1.0
SRS429660	CP003828.1	73.4	72.0	71.61	70.0	70	1.05	1.03	1.02	1.0
SRS429660	CP003829.1	72.52	73.0	71.61	70.0	70	1.04	1.04	1.02	1.0
SRS429660	CP003830.1	68.53	68.0	71.61	70.0	70	0.98	0.97	1.02	1.0
SRS429660	CP003831.1	82.7	78.0	71.61	70.0	70	1.18	1.11	1.02	1.0
SRS429660	CP003832.1	75.31	76.0	71.61	70.0	70	1.08	1.09	1.02	1.0
SRS429660	CP003833.2	74.47	74.0	71.61	70.0	70	1.06	1.06	1.02	1.0
SRS404746	CP097924.1	116.94	119.0	122.76	124.0	126	0.93	0.94	0.97	0.98
SRS404746	CP097925.1	117.7	118.0	122.76	124.0	126	0.93	0.94	0.97	0.98
SRS404746	CP097926.1	126.32	128.0	122.76	124.0	126	1.0	1.02	0.97	0.98
SRS404746	CP097927.1	128.72	128.0	122.76	124.0	126	1.02	1.02	0.97	0.98
SRS404746	CP097928.1	120.11	122.0	122.76	124.0	126	0.95	0.97	0.97	0.98
SRS404746	CP097929.1	124.27	126.0	122.76	124.0	126	0.99	1.0	0.97	0.98
SRS404746	CP097930.1	125.38	127.0	122.76	124.0	126	1.0	1.01	0.97	0.98
SRS404746	CP097931.1	123.07	125.0	122.76	124.0	126	0.98	0.99	0.97	0.98
SRS404746	CP097932.1	125.09	127.0	122.76	124.0	126	0.99	1.01	0.97	0.98
SRS404746	CP097933.1	125.82	127.0	122.76	124.0	126	1.0	1.01	0.97	0.98
SRS404746	CP097934.1	120.0	122.0	122.76	124.0	126	0.95	0.97	0.97	0.98
SRS404746	CP097935.1	128.99	131.0	122.76	124.0	126	1.02	1.04	0.97	0.98
SRS404746	CP097936.1	126.0	128.0	122.76	124.0	126	1.0	1.02	0.97	0.98
SRS404746	CP097937.1	124.72	129.0	122.76	124.0	126	0.99	1.02	0.97	0.98
SRS881212	CP091247.1	48.57	48.0	56.25	56.0	57	0.85	0.84	0.99	0.98
SRS881212	CP091248.1	52.85	53.0	56.25	56.0	57	0.93	0.93	0.99	0.98
SRS881212	CP091249.1	53.09	53.0	56.25	56.0	57	0.93	0.93	0.99	0.98
SRS881212	CP091250.1	49.17	49.0	56.25	56.0	57	0.86	0.86	0.99	0.98
SRS881212	CP091251.1	58.79	58.0	56.25	56.0	57	1.03	1.02	0.99	0.98
SRS881212	CP091252.1	57.2	57.0	56.25	56.0	57	1.0	1.0	0.99	0.98
SRS881212	CP091253.1	57.96	58.0	56.25	56.0	57	1.02	1.02	0.99	0.98
SRS881212	CP091254.1	59.74	60.0	56.25	56.0	57	1.05	1.05	0.99	0.98
SRS881212	CP091255.1	61.91	62.0	56.25	56.0	57	1.09	1.09	0.99	0.98
SRS881212	CP091256.1	61.57	62.0	56.25	56.0	57	1.08	1.09	0.99	0.98
SRS881212	CP091257.1	60.86	61.0	56.25	56.0	57	1.07	1.07	0.99	0.98
SRS881212	CP091258.1	61.05	62.0	56.25	56.0	57	1.07	1.09	0.99	0.98
SRS881212	CP091259.1	62.75	63.0	56.25	56.0	57	1.1	1.11	0.99	0.98
SRS881212	CP091260.1	62.14	63.0	56.25	56.0	57	1.09	1.11	0.99	0.98
SRS417625	CP097924.1	118.22	119.0	123.14	124.0	125	0.95	0.95	0.99	0.99
SRS417625	CP097925.1	118.34	118.0	123.14	124.0	125	0.95	0.94	0.99	0.99
SRS417625	CP097926.1	127.34	129.0	123.14	124.0	125	1.02	1.03	0.99	0.99
SRS417625	CP097927.1	128.37	127.0	123.14	124.0	125	1.03	1.02	0.99	0.99
SRS417625	CP097928.1	119.91	121.0	123.14	124.0	125	0.96	0.97	0.99	0.99
SRS417625	CP097929.1	124.91	125.0	123.14	124.0	125	1.0	1.0	0.99	0.99
SRS417625	CP097930.1	124.36	126.0	123.14	124.0	125	0.99	1.01	0.99	0.99
SRS417625	CP097931.1	124.49	126.0	123.14	124.0	125	1.0	1.01	0.99	0.99
SRS417625	CP097932.1	125.63	127.0	123.14	124.0	125	1.01	1.02	0.99	0.99
SRS417625	CP097933.1	126.82	128.0	123.14	124.0	125	1.01	1.02	0.99	0.99
SRS417625	CP097934.1	120.14	121.0	123.14	124.0	125	0.96	0.97	0.99	0.99
SRS417625	CP097935.1	125.63	129.0	123.14	124.0	125	1.01	1.03	0.99	0.99
SRS417625	CP097936.1	126.97	130.0	123.14	124.0	125	1.02	1.04	0.99	0.99
SRS417625	CP097937.1	125.97	128.0	123.14	124.0	125	1.01	1.02	0.99	0.99
SRS404512	CP003820.1	102.39	101.0	107.39	107.0	108	0.95	0.94	0.99	0.99
SRS404512	CP003821.1	117.24	101.0	107.39	107.0	108	1.09	0.94	0.99	0.99
SRS404512	CP003822.1	104.87	106.0	107.39	107.0	108	0.97	0.98	0.99	0.99
SRS404512	CP003823.1	108.45	110.0	107.39	107.0	108	1.0	1.02	0.99	0.99
SRS404512	CP003824.1	103.58	104.0	107.39	107.0	108	0.96	0.96	0.99	0.99
SRS404512	CP003825.1	105.53	107.0	107.39	107.0	108	0.98	0.99	0.99	0.99
SRS404512	CP003826.1	106.75	108.0	107.39	107.0	108	0.99	1.0	0.99	0.99
SRS404512	CP003827.1	105.98	107.0	107.39	107.0	108	0.98	0.99	0.99	0.99
SRS404512	CP003828.1	111.18	111.0	107.39	107.0	108	1.03	1.03	0.99	0.99
SRS404512	CP003829.1	108.77	110.0	107.39	107.0	108	1.01	1.02	0.99	0.99
SRS404512	CP003830.1	104.24	105.0	107.39	107.0	108	0.97	0.97	0.99	0.99
SRS404512	CP003831.1	114.57	113.0	107.39	107.0	108	1.06	1.05	0.99	0.99
SRS404512	CP003832.1	110.15	112.0	107.39	107.0	108	1.02	1.04	0.99	0.99
SRS404512	CP003833.2	109.87	111.0	107.39	107.0	108	1.02	1.03	0.99	0.99
SRS404792	CP003820.1	95.64	95.0	99.46	98.0	99	0.97	0.96	1.0	0.99
SRS404792	CP003821.1	115.39	95.0	99.46	98.0	99	1.17	0.96	1.0	0.99
SRS404792	CP003822.1	96.94	98.0	99.46	98.0	99	0.98	0.99	1.0	0.99
SRS404792	CP003823.1	99.26	100.0	99.46	98.0	99	1.0	1.01	1.0	0.99
SRS404792	CP003824.1	96.03	97.0	99.46	98.0	99	0.97	0.98	1.0	0.99
SRS404792	CP003825.1	97.82	99.0	99.46	98.0	99	0.99	1.0	1.0	0.99
SRS404792	CP003826.1	98.31	99.0	99.46	98.0	99	0.99	1.0	1.0	0.99
SRS404792	CP003827.1	97.38	98.0	99.46	98.0	99	0.98	0.99	1.0	0.99
SRS404792	CP003828.1	99.95	100.0	99.46	98.0	99	1.01	1.01	1.0	0.99
SRS404792	CP003829.1	99.49	100.0	99.46	98.0	99	1.0	1.01	1.0	0.99
SRS404792	CP003830.1	96.55	97.0	99.46	98.0	99	0.98	0.98	1.0	0.99
SRS404792	CP003831.1	103.89	102.0	99.46	98.0	99	1.05	1.03	1.0	0.99
SRS404792	CP003832.1	100.35	101.0	99.46	98.0	99	1.01	1.02	1.0	0.99
SRS404792	CP003833.2	99.86	101.0	99.46	98.0	99	1.01	1.02	1.0	0.99
SRS520182	CP091247.1	95.33	95.0	111.61	108.0	108	0.88	0.88	1.03	1.0
SRS520182	CP091248.1	100.95	101.0	111.61	108.0	108	0.93	0.94	1.03	1.0
SRS520182	CP091249.1	103.89	103.0	111.61	108.0	108	0.96	0.95	1.03	1.0
SRS520182	CP091250.1	98.4	98.0	111.61	108.0	108	0.91	0.91	1.03	1.0
SRS520182	CP091251.1	111.72	109.0	111.61	108.0	108	1.03	1.01	1.03	1.0
SRS520182	CP091252.1	107.33	108.0	111.61	108.0	108	0.99	1.0	1.03	1.0
SRS520182	CP091253.1	106.43	107.0	111.61	108.0	108	0.99	0.99	1.03	1.0
SRS520182	CP091254.1	128.8	130.0	111.61	108.0	108	1.19	1.2	1.03	1.0
SRS520182	CP091255.1	112.2	113.0	111.61	108.0	108	1.04	1.05	1.03	1.0
SRS520182	CP091256.1	111.28	112.0	111.61	108.0	108	1.03	1.04	1.03	1.0
SRS520182	CP091257.1	113.5	114.0	111.61	108.0	108	1.05	1.06	1.03	1.0
SRS520182	CP091258.1	111.85	114.0	111.61	108.0	108	1.04	1.06	1.03	1.0
SRS520182	CP091259.1	114.7	117.0	111.61	108.0	108	1.06	1.08	1.03	1.0
SRS520182	CP091260.1	226.54	234.0	111.61	108.0	108	2.1	2.17	1.03	1.0
SRS404516	CP003820.1	89.51	87.0	91.59	90.0	90	0.99	0.97	1.02	1.0
SRS404516	CP003821.1	98.96	86.0	91.59	90.0	90	1.1	0.96	1.02	1.0
SRS404516	CP003822.1	90.16	91.0	91.59	90.0	90	1.0	1.01	1.02	1.0
SRS404516	CP003823.1	91.33	92.0	91.59	90.0	90	1.01	1.02	1.02	1.0
SRS404516	CP003824.1	88.88	89.0	91.59	90.0	90	0.99	0.99	1.02	1.0
SRS404516	CP003825.1	89.48	90.0	91.59	90.0	90	0.99	1.0	1.02	1.0
SRS404516	CP003826.1	90.55	91.0	91.59	90.0	90	1.01	1.01	1.02	1.0
SRS404516	CP003827.1	91.49	92.0	91.59	90.0	90	1.02	1.02	1.02	1.0
SRS404516	CP003828.1	92.48	93.0	91.59	90.0	90	1.03	1.03	1.02	1.0
SRS404516	CP003829.1	93.34	92.0	91.59	90.0	90	1.04	1.02	1.02	1.0
SRS404516	CP003830.1	89.57	90.0	91.59	90.0	90	1.0	1.0	1.02	1.0
SRS404516	CP003831.1	98.41	93.0	91.59	90.0	90	1.09	1.03	1.02	1.0
SRS404516	CP003832.1	92.64	94.0	91.59	90.0	90	1.03	1.04	1.02	1.0
SRS404516	CP003833.2	90.55	91.0	91.59	90.0	90	1.01	1.01	1.02	1.0
SRS417585	CP003820.1	100.61	100.0	104.57	103.0	104	0.97	0.96	1.01	0.99
SRS417585	CP003821.1	119.94	102.0	104.57	103.0	104	1.15	0.98	1.01	0.99
SRS417585	CP003822.1	102.38	103.0	104.57	103.0	104	0.98	0.99	1.01	0.99
SRS417585	CP003823.1	105.06	106.0	104.57	103.0	104	1.01	1.02	1.01	0.99
SRS417585	CP003824.1	100.43	101.0	104.57	103.0	104	0.97	0.97	1.01	0.99
SRS417585	CP003825.1	103.21	104.0	104.57	103.0	104	0.99	1.0	1.01	0.99
SRS417585	CP003826.1	104.24	104.0	104.57	103.0	104	1.0	1.0	1.01	0.99
SRS417585	CP003827.1	103.5	104.0	104.57	103.0	104	1.0	1.0	1.01	0.99
SRS417585	CP003828.1	103.82	104.0	104.57	103.0	104	1.0	1.0	1.01	0.99
SRS417585	CP003829.1	104.85	105.0	104.57	103.0	104	1.01	1.01	1.01	0.99
SRS417585	CP003830.1	100.68	101.0	104.57	103.0	104	0.97	0.97	1.01	0.99
SRS417585	CP003831.1	111.24	107.0	104.57	103.0	104	1.07	1.03	1.01	0.99
SRS417585	CP003832.1	105.67	107.0	104.57	103.0	104	1.02	1.03	1.01	0.99
SRS417585	CP003833.2	103.79	105.0	104.57	103.0	104	1.0	1.01	1.01	0.99
SRS417654	CP097924.1	107.9	108.0	109.86	110.0	111	0.97	0.97	0.99	0.99
SRS417654	CP097925.1	106.9	107.0	109.86	110.0	111	0.96	0.96	0.99	0.99
SRS417654	CP097926.1	110.2	111.0	109.86	110.0	111	0.99	1.0	0.99	0.99
SRS417654	CP097927.1	119.35	112.0	109.86	110.0	111	1.08	1.01	0.99	0.99
SRS417654	CP097928.1	106.91	109.0	109.86	110.0	111	0.96	0.98	0.99	0.99
SRS417654	CP097929.1	109.85	111.0	109.86	110.0	111	0.99	1.0	0.99	0.99
SRS417654	CP097930.1	112.34	113.0	109.86	110.0	111	1.01	1.02	0.99	0.99
SRS417654	CP097931.1	110.13	110.0	109.86	110.0	111	0.99	0.99	0.99	0.99
SRS417654	CP097932.1	110.35	111.0	109.86	110.0	111	0.99	1.0	0.99	0.99
SRS417654	CP097933.1	111.17	112.0	109.86	110.0	111	1.0	1.01	0.99	0.99
SRS417654	CP097934.1	108.68	109.0	109.86	110.0	111	0.98	0.98	0.99	0.99
SRS417654	CP097935.1	111.02	113.0	109.86	110.0	111	1.0	1.02	0.99	0.99
SRS417654	CP097936.1	109.83	112.0	109.86	110.0	111	0.99	1.01	0.99	0.99
SRS417654	CP097937.1	109.3	111.0	109.86	110.0	111	0.98	1.0	0.99	0.99
SRS404809	CP003820.1	88.93	88.0	93.1	92.0	93	0.96	0.95	1.0	0.99
SRS404809	CP003821.1	106.07	90.0	93.1	92.0	93	1.14	0.97	1.0	0.99
SRS404809	CP003822.1	91.48	92.0	93.1	92.0	93	0.98	0.99	1.0	0.99
SRS404809	CP003823.1	94.19	95.0	93.1	92.0	93	1.01	1.02	1.0	0.99
SRS404809	CP003824.1	89.97	90.0	93.1	92.0	93	0.97	0.97	1.0	0.99
SRS404809	CP003825.1	91.58	93.0	93.1	92.0	93	0.98	1.0	1.0	0.99
SRS404809	CP003826.1	92.04	93.0	93.1	92.0	93	0.99	1.0	1.0	0.99
SRS404809	CP003827.1	91.45	93.0	93.1	92.0	93	0.98	1.0	1.0	0.99
SRS404809	CP003828.1	94.21	94.0	93.1	92.0	93	1.01	1.01	1.0	0.99
SRS404809	CP003829.1	93.68	94.0	93.1	92.0	93	1.01	1.01	1.0	0.99
SRS404809	CP003830.1	90.02	91.0	93.1	92.0	93	0.97	0.98	1.0	0.99
SRS404809	CP003831.1	98.73	96.0	93.1	92.0	93	1.06	1.03	1.0	0.99
SRS404809	CP003832.1	92.89	94.0	93.1	92.0	93	1.0	1.01	1.0	0.99
SRS404809	CP003833.2	93.56	94.0	93.1	92.0	93	1.01	1.01	1.0	0.99
SRS881166	chr01_Bt22	40.82	39.0	46.25	44.0	42	0.97	0.93	1.1	1.05
SRS881166	chr02_Bt22	41.19	39.0	46.25	44.0	42	0.98	0.93	1.1	1.05
SRS881166	chr03_Bt22	50.09	47.0	46.25	44.0	42	1.19	1.12	1.1	1.05
SRS881166	chr04_Bt22	51.47	48.0	46.25	44.0	42	1.23	1.14	1.1	1.05
SRS881166	chr05_Bt22	42.9	40.0	46.25	44.0	42	1.02	0.95	1.1	1.05
SRS881166	chr06_Bt22	46.34	44.0	46.25	44.0	42	1.1	1.05	1.1	1.05
SRS881166	chr07_Bt22	47.23	45.0	46.25	44.0	42	1.12	1.07	1.1	1.05
SRS881166	chr08_Bt22	47.76	45.0	46.25	44.0	42	1.14	1.07	1.1	1.05
SRS881166	chr09_Bt22	48.42	47.0	46.25	44.0	42	1.15	1.12	1.1	1.05
SRS881166	chr10_Bt22	49.59	47.0	46.25	44.0	42	1.18	1.12	1.1	1.05
SRS881166	chr11_Bt22	42.77	40.0	46.25	44.0	42	1.02	0.95	1.1	1.05
SRS881166	chr12_Bt22	52.32	49.0	46.25	44.0	42	1.25	1.17	1.1	1.05
SRS881166	chr13_Bt22	52.82	50.0	46.25	44.0	42	1.26	1.19	1.1	1.05
SRS881166	chr14_Bt22	51.2	49.0	46.25	44.0	42	1.22	1.17	1.1	1.05
SRS885191	chr01_Bt22	66.45	67.0	70.68	71.0	70	0.95	0.96	1.01	1.01
SRS885191	chr02_Bt22	66.1	66.0	70.68	71.0	70	0.94	0.94	1.01	1.01
SRS885191	chr03_Bt22	73.44	74.0	70.68	71.0	70	1.05	1.06	1.01	1.01
SRS885191	chr04_Bt22	75.09	75.0	70.68	71.0	70	1.07	1.07	1.01	1.01
SRS885191	chr05_Bt22	69.55	70.0	70.68	71.0	70	0.99	1.0	1.01	1.01
SRS885191	chr06_Bt22	70.96	71.0	70.68	71.0	70	1.01	1.01	1.01	1.01
SRS885191	chr07_Bt22	71.39	72.0	70.68	71.0	70	1.02	1.03	1.01	1.01
SRS885191	chr08_Bt22	71.22	71.0	70.68	71.0	70	1.02	1.01	1.01	1.01
SRS885191	chr09_Bt22	71.53	72.0	70.68	71.0	70	1.02	1.03	1.01	1.01
SRS885191	chr10_Bt22	72.07	72.0	70.68	71.0	70	1.03	1.03	1.01	1.01
SRS885191	chr11_Bt22	69.15	67.0	70.68	71.0	70	0.99	0.96	1.01	1.01
SRS885191	chr12_Bt22	75.17	75.0	70.68	71.0	70	1.07	1.07	1.01	1.01
SRS885191	chr13_Bt22	73.86	75.0	70.68	71.0	70	1.06	1.07	1.01	1.01
SRS885191	chr14_Bt22	74.99	75.0	70.68	71.0	70	1.07	1.07	1.01	1.01
SRS404761	CP003820.1	70.76	71.0	74.84	74.0	74	0.96	0.96	1.01	1.0
SRS404761	CP003821.1	80.18	70.0	74.84	74.0	74	1.08	0.95	1.01	1.0
SRS404761	CP003822.1	73.08	74.0	74.84	74.0	74	0.99	1.0	1.01	1.0
SRS404761	CP003823.1	76.15	77.0	74.84	74.0	74	1.03	1.04	1.01	1.0
SRS404761	CP003824.1	72.12	72.0	74.84	74.0	74	0.97	0.97	1.01	1.0
SRS404761	CP003825.1	74.94	75.0	74.84	74.0	74	1.01	1.01	1.01	1.0
SRS404761	CP003826.1	74.89	75.0	74.84	74.0	74	1.01	1.01	1.01	1.0
SRS404761	CP003827.1	74.16	75.0	74.84	74.0	74	1.0	1.01	1.01	1.0
SRS404761	CP003828.1	76.91	77.0	74.84	74.0	74	1.04	1.04	1.01	1.0
SRS404761	CP003829.1	75.61	76.0	74.84	74.0	74	1.02	1.03	1.01	1.0
SRS404761	CP003830.1	73.12	73.0	74.84	74.0	74	0.99	0.99	1.01	1.0
SRS404761	CP003831.1	81.61	79.0	74.84	74.0	74	1.1	1.07	1.01	1.0
SRS404761	CP003832.1	75.89	77.0	74.84	74.0	74	1.03	1.04	1.01	1.0
SRS404761	CP003833.2	76.02	77.0	74.84	74.0	74	1.03	1.04	1.01	1.0
SRS404753	CP003820.1	109.02	108.0	110.4	110.0	111	0.98	0.97	0.99	0.99
SRS404753	CP003821.1	121.68	108.0	110.4	110.0	111	1.1	0.97	0.99	0.99
SRS404753	CP003822.1	108.84	110.0	110.4	110.0	111	0.98	0.99	0.99	0.99
SRS404753	CP003823.1	109.83	111.0	110.4	110.0	111	0.99	1.0	0.99	0.99
SRS404753	CP003824.1	107.88	109.0	110.4	110.0	111	0.97	0.98	0.99	0.99
SRS404753	CP003825.1	108.88	110.0	110.4	110.0	111	0.98	0.99	0.99	0.99
SRS404753	CP003826.1	108.06	108.0	110.4	110.0	111	0.97	0.97	0.99	0.99
SRS404753	CP003827.1	108.5	110.0	110.4	110.0	111	0.98	0.99	0.99	0.99
SRS404753	CP003828.1	111.76	111.0	110.4	110.0	111	1.01	1.0	0.99	0.99
SRS404753	CP003829.1	109.95	111.0	110.4	110.0	111	0.99	1.0	0.99	0.99
SRS404753	CP003830.1	108.17	109.0	110.4	110.0	111	0.97	0.98	0.99	0.99
SRS404753	CP003831.1	114.1	112.0	110.4	110.0	111	1.03	1.01	0.99	0.99
SRS404753	CP003832.1	111.05	112.0	110.4	110.0	111	1.0	1.01	0.99	0.99
SRS404753	CP003833.2	109.97	111.0	110.4	110.0	111	0.99	1.0	0.99	0.99
SRS881140	chr01_Bt22	47.08	47.0	50.48	50.0	49	0.96	0.96	1.03	1.02
SRS881140	chr02_Bt22	46.73	46.0	50.48	50.0	49	0.95	0.94	1.03	1.02
SRS881140	chr03_Bt22	56.59	57.0	50.48	50.0	49	1.15	1.16	1.03	1.02
SRS881140	chr04_Bt22	57.66	54.0	50.48	50.0	49	1.18	1.1	1.03	1.02
SRS881140	chr05_Bt22	48.55	49.0	50.48	50.0	49	0.99	1.0	1.03	1.02
SRS881140	chr06_Bt22	48.94	49.0	50.48	50.0	49	1.0	1.0	1.03	1.02
SRS881140	chr07_Bt22	52.52	52.0	50.48	50.0	49	1.07	1.06	1.03	1.02
SRS881140	chr08_Bt22	50.23	50.0	50.48	50.0	49	1.03	1.02	1.03	1.02
SRS881140	chr09_Bt22	52.22	52.0	50.48	50.0	49	1.07	1.06	1.03	1.02
SRS881140	chr10_Bt22	51.06	50.0	50.48	50.0	49	1.04	1.02	1.03	1.02
SRS881140	chr11_Bt22	47.49	47.0	50.48	50.0	49	0.97	0.96	1.03	1.02
SRS881140	chr12_Bt22	56.53	57.0	50.48	50.0	49	1.15	1.16	1.03	1.02
SRS881140	chr13_Bt22	52.62	54.0	50.48	50.0	49	1.07	1.1	1.03	1.02
SRS881140	chr14_Bt22	50.42	51.0	50.48	50.0	49	1.03	1.04	1.03	1.02
SRS881219	chr01_Bt22	51.42	50.0	59.04	58.0	58	0.89	0.86	1.02	1.0
