seq_id	source_tag	primary_tag	start	end	score	strand	frame	copy_num_ID	coverage	description	ebi_biotype	extra_copy_number	gene_ebi_biotype	gene_id	ID	low_identity	matches_ref_protein	missing_start_codon	missing_stop_codon	Name	Note	Parent	partial_mapping	protein_source_id	sequence_ID	valid_ORF	valid_ORFs	inframe_stop_codon	partial_ORF	Loci
CM021024.1	Liftoff	protein_coding_gene	776408	779471	.	1	.	CNAG_02254_0	1.0	quinate permease	protein_coding	0			CNAG_02254					LPI12					0.997		1.0			centromeres
CM021024.1	Liftoff	protein_coding_gene	823034	826445	.	-1	.	CNAG_02240_0	1.0	cytoplasmic protein	protein_coding	0			CNAG_02240										0.997		1.0			centromeres
CM021021.1	Liftoff	protein_coding_gene	999221	1004803	.	1	.	CNAG_00383_0	1.0	Aminophospholipid translocase, putative	protein_coding	0			CNAG_00383					APT3					0.997		1.0			centromeres
CM021031.1	Liftoff	protein_coding_gene	444040	448107	.	1	.	CNAG_05486_0	0.999	hypothetical protein	protein_coding	0			CNAG_05486										0.988		1.0			centromeres
CM021031.1	Liftoff	protein_coding_gene	496648	499296	.	-1	.	CNAG_05496_0	0.996	2-isopropylmalate synthase	protein_coding	0			CNAG_05496										0.984		1.0			centromeres
CM021030.1	Liftoff	protein_coding_gene	574761	578291	.	1	.	CNAG_06475_0	1.0	hypothetical protein	protein_coding	0			CNAG_06475										0.993		1.0			centromeres
CM021030.1	Liftoff	protein_coding_gene	637345	639663	.	-1	.	CNAG_06482_0	1.0	Amidase	protein_coding	0			CNAG_06482										0.992		1.0			centromeres
CM021026.1	Liftoff	protein_coding_gene	422033	423591	.	1	.	CNAG_03251_0	0.999	ADP-ribosylation factor	protein_coding	0			CNAG_03251					ARF2					0.986		1.0			centromeres
CM021026.1	Liftoff	protein_coding_gene	454850	457814	.	-1	.	CNAG_03258_0	0.971	AGC protein kinase, variant 2	protein_coding	0			CNAG_03258					TPK202a					0.966		3.0			centromeres
CM021029.1	Liftoff	protein_coding_gene	129259	132239	.	1	.	CNAG_06036_0	0.995	hypothetical protein	protein_coding	0			CNAG_06036										0.985		1.0			centromeres
CM021029.1	Liftoff	protein_coding_gene	166282	167608	.	-1	.	CNAG_06048_0	1.0	hypothetical protein	protein_coding	0			CNAG_06048										0.994		1.0			centromeres
JAACIT010000003.1	Liftoff	protein_coding_gene	598967	602177	.	1	.	CNAG_03796_0	0.995	NAK protein kinase	protein_coding	0			CNAG_03796					ENV7					0.986		1.0			centromeres
JAACIT010000003.1	Liftoff	protein_coding_gene	637369	639255	.	-1	.	CNAG_03805_0	0.82	calcium/proton exchanger	protein_coding	0			CNAG_03805										0.812		0.0			centromeres
CM021027.1	Liftoff	protein_coding_gene	810797	812478	.	1	.	CNAG_04417_0	0.965	alpha-ketoglutarate-dependent 2,4- dichlorophenoxyacetate dioxygenase	protein_coding	0			CNAG_04417										0.954		1.0			centromeres
CM021027.1	Liftoff	protein_coding_gene	857387	869313	.	-1	.	CNAG_07769_0	1.0	E3 ubiquitin-protein ligase HUWE1	protein_coding	0			CNAG_07769					TOM1					0.993		1.0			centromeres
CM021022.1	Liftoff	protein_coding_gene	702407	704706	.	1	.	CNAG_05202_0	1.0	SET domain-containing protein 6	protein_coding	0			CNAG_05202										0.994		1.0			centromeres
CM021022.1	Liftoff	protein_coding_gene	740736	742672	.	-1	.	CNAG_05215_0	1.0	hypothetical protein	protein_coding	0			CNAG_05215										0.989		1.0			centromeres
CM021033.1	Liftoff	protein_coding_gene	871109	877477	.	1	.	CNAG_07972_0	0.844	hypothetical protein	protein_coding	0			CNAG_07972										0.743		0.0			centromeres
CM021033.1	Liftoff	protein_coding_gene	906562	907820	.	-1	.	CNAG_06879_0	1.0	hypothetical protein	protein_coding	0			CNAG_06879										0.989		1.0			centromeres
CM021028.1	Liftoff	protein_coding_gene	190109	192612	.	-1	.	CNAG_04857_0	0.997	hypothetical protein	protein_coding	0			CNAG_04857										0.984		1.0			centromeres
CM021028.1	Liftoff	protein_coding_gene	233487	235928	.	-1	.	CNAG_04855_0	1.0	hypothetical protein	protein_coding	0			CNAG_04855										0.991		1.0			centromeres
CM021023.1	Liftoff	protein_coding_gene	1537992	1542709	.	1	.	CNAG_00960_0	0.999	ATP-dependent RNA helicase DHX8/PRP22	protein_coding	0			CNAG_00960										0.996		1.0			centromeres
CM021023.1	Liftoff	protein_coding_gene	1580364	1580882	.	-1	.	CNAG_00941_0	1.0	hypothetical protein	protein_coding	0			CNAG_00941										0.995		1.0			centromeres
CM021025.1	Liftoff	protein_coding_gene	508179	510341	.	1	.	CNAG_06699_0	0.999	glyceraldehyde-3-phosphate dehydrogenase	protein_coding	0			CNAG_06699					GPD1					0.996		1.0			centromeres
CM021025.1	Liftoff	protein_coding_gene	553141	555317	.	-1	.	CNAG_05671_0	1.0	oxidation resistance protein 1	protein_coding	0			CNAG_05671										0.995		1.0			centromeres
CM021032.1	Liftoff	protein_coding_gene	863266	865749	.	1	.	CNAG_01780_0	1.0	cytoplasmic protein	protein_coding	0			CNAG_01780										0.994		1.0			centromeres
CM021032.1	Liftoff	protein_coding_gene	911869	913699	.	-1	.	CNAG_01788_0	0.993	tRNA(His) guanylyltransferase	protein_coding	0			CNAG_01788										0.99		1.0			centromeres
CP097932.1	Liftoff	protein_coding_gene	861000	862681	.	1	.	CNAG_04417_0	0.965	alpha-ketoglutarate-dependent 2,4- dichlorophenoxyacetate dioxygenase	protein_coding	0			CNAG_04417										0.955		1.0			centromeres
CP097932.1	Liftoff	protein_coding_gene	925270	937197	.	-1	.	CNAG_07769_0	1.0	E3 ubiquitin-protein ligase HUWE1	protein_coding	0			CNAG_07769					TOM1					0.992		1.0			centromeres
CP097935.1	Liftoff	protein_coding_gene	636502	637828	.	1	.	CNAG_06048_0	1.0	hypothetical protein	protein_coding	0			CNAG_06048										0.994		1.0			centromeres
CP097935.1	Liftoff	protein_coding_gene	669373	672353	.	-1	.	CNAG_06036_0	0.995	hypothetical protein	protein_coding	0			CNAG_06036										0.99		1.0			centromeres
CP097937.1	Liftoff	protein_coding_gene	496848	499497	.	1	.	CNAG_05496_0	0.996	2-isopropylmalate synthase	protein_coding	0			CNAG_05496										0.986		1.0			centromeres
CP097937.1	Liftoff	protein_coding_gene	556352	560434	.	-1	.	CNAG_05486_0	1.0	hypothetical protein	protein_coding	0			CNAG_05486										0.988		1.0			centromeres
CP097930.1	Liftoff	protein_coding_gene	883510	885687	.	1	.	CNAG_05671_0	1.0	oxidation resistance protein 1	protein_coding	0			CNAG_05671										0.992		1.0			centromeres
CP097930.1	Liftoff	protein_coding_gene	913876	916039	.	-1	.	CNAG_06699_0	0.999	glyceraldehyde-3-phosphate dehydrogenase	protein_coding	0			CNAG_06699					GPD1					0.992		1.0			centromeres
CP097924.1	Liftoff	protein_coding_gene	1333925	1339469	.	-1	.	CNAG_00383_0	0.991	Aminophospholipid translocase, putative	protein_coding	0			CNAG_00383					APT3					0.989		1.0			centromeres
CP097928.1	Liftoff	protein_coding_gene	1613222	1617941	.	1	.	CNAG_00960_0	0.999	ATP-dependent RNA helicase DHX8/PRP22	protein_coding	0			CNAG_00960										0.997		1.0			centromeres
CP097928.1	Liftoff	protein_coding_gene	1642932	1643450	.	-1	.	CNAG_00941_0	1.0	hypothetical protein	protein_coding	0			CNAG_00941										0.997		1.0			centromeres
CP097929.1	Liftoff	protein_coding_gene	815340	818404	.	1	.	CNAG_02254_0	1.0	quinate permease	protein_coding	0			CNAG_02254					LPI12					0.996		1.0			centromeres
CP097929.1	Liftoff	protein_coding_gene	857775	861174	.	-1	.	CNAG_02240_0	0.994	cytoplasmic protein	protein_coding	0			CNAG_02240										0.99		1.0			centromeres
CP097936.1	Liftoff	protein_coding_gene	618901	622407	.	1	.	CNAG_06475_0	0.992	hypothetical protein	protein_coding	0			CNAG_06475										0.988		1.0			centromeres
CP097936.1	Liftoff	protein_coding_gene	666749	669068	.	-1	.	CNAG_06482_0	1.0	Amidase	protein_coding	0			CNAG_06482										0.993		1.0			centromeres
CP097933.1	Liftoff	protein_coding_gene	831694	834109	.	1	.	CNAG_04855_0	0.988	hypothetical protein	protein_coding	0			CNAG_04855										0.979		1.0			centromeres
CP097933.1	Liftoff	protein_coding_gene	864268	866777	.	1	.	CNAG_04857_0	0.998	hypothetical protein	protein_coding	0			CNAG_04857										0.989		1.0			centromeres
CP097927.1	Liftoff	protein_coding_gene	728979	731277	.	1	.	CNAG_05202_0	1.0	SET domain-containing protein 6	protein_coding	0			CNAG_05202										0.991		1.0			centromeres
CP097927.1	Liftoff	protein_coding_gene	767298	769232	.	-1	.	CNAG_05215_0	1.0	hypothetical protein	protein_coding	0			CNAG_05215										0.991		1.0			centromeres
CP097925.1	Liftoff	protein_coding_gene	977873	981093	.	1	.	CNAG_03796_0	0.999	NAK protein kinase	protein_coding	0			CNAG_03796					ENV7					0.987		1.0			centromeres
CP097925.1	Liftoff	protein_coding_gene	1022805	1025056	.	-1	.	CNAG_03805_0	1.0	calcium/proton exchanger	protein_coding	0			CNAG_03805										0.994		1.0			centromeres
CP097931.1	Liftoff	protein_coding_gene	928551	931407	.	1	.	CNAG_03258_0	0.927	AGC protein kinase, variant 2	protein_coding	0			CNAG_03258					TPK202a					0.919		3.0			centromeres
CP097931.1	Liftoff	protein_coding_gene	974727	976286	.	-1	.	CNAG_03251_0	1.0	ADP-ribosylation factor	protein_coding	0			CNAG_03251					ARF2					0.984		1.0			centromeres
CP097926.1	Liftoff	protein_coding_gene	868975	875447	.	1	.	CNAG_07972_0	0.94	hypothetical protein	protein_coding	0			CNAG_07972										0.82		1.0			centromeres
CP097926.1	Liftoff	protein_coding_gene	890560	891818	.	-1	.	CNAG_06879_0	1.0	hypothetical protein	protein_coding	0			CNAG_06879										0.99		1.0			centromeres
CP097934.1	Liftoff	protein_coding_gene	1132718	1134559	.	1	.	CNAG_01788_0	0.998	tRNA(His) guanylyltransferase	protein_coding	0			CNAG_01788										0.99		1.0			centromeres
CP097934.1	Liftoff	protein_coding_gene	1166470	1168956	.	-1	.	CNAG_01780_0	0.998	cytoplasmic protein	protein_coding	0			CNAG_01780										0.992		0.0			centromeres
CP047903.1	Liftoff	ncRNA_gene	269137	272106	.	-1	.	CNAG_10500_0	1.0	unspecified product	rRNA	0			CNAG_10500										1.0					rRNA
CP047903.1	Liftoff	ncRNA_gene	272324	272473	.	-1	.	CNAG_10501_0	1.0	unspecified product	rRNA	0			CNAG_10501										1.0					rRNA
CP047903.1	Liftoff	ncRNA_gene	272600	274400	.	-1	.	CNAG_10502_0	1.0	unspecified product	rRNA	0			CNAG_10502										1.0					rRNA
CP047903.1	Liftoff	ncRNA_gene	275488	275598	.	-1	.	CNAG_10503_0	1.0	unspecified product	rRNA	0			CNAG_10503										1.0					rRNA
CP091250.1	Liftoff	ncRNA_gene	1367637	1370606	.	1	.	CNAG_10500_0	1.0	unspecified product	rRNA	0			CNAG_10500										1.0					rRNA
CP091250.1	Liftoff	ncRNA_gene	1372422	1372532	.	1	.	CNAG_10503_0	1.0	unspecified product	rRNA	0			CNAG_10503										1.0					rRNA
CP091250.1	Liftoff	ncRNA_gene	1373635	1375435	.	1	.	CNAG_10502_0	1.0	unspecified product	rRNA	0			CNAG_10502										1.0					rRNA
CP091250.1	Liftoff	ncRNA_gene	1375562	1375711	.	1	.	CNAG_10501_0	1.0	unspecified product	rRNA	0			CNAG_10501										1.0					rRNA
JAACIT010000016.1	Liftoff	ncRNA_gene	140142	143112	.	-1	.	CNAG_10500_0	1.0	unspecified product	rRNA	0			CNAG_10500										0.999					rRNA
JAACIT010000016.1	Liftoff	ncRNA_gene	151590	151739	.	-1	.	CNAG_10501_0	1.0	unspecified product	rRNA	0			CNAG_10501										1.0					rRNA
JAACIT010000016.1	Liftoff	ncRNA_gene	160131	161931	.	-1	.	CNAG_10502_0	1.0	unspecified product	rRNA	0			CNAG_10502										1.0					rRNA
JAACIT010000016.1	Liftoff	ncRNA_gene	163032	163142	.	-1	.	CNAG_10503_0	1.0	unspecified product	rRNA	0			CNAG_10503										1.0					rRNA
CP097925.1	Liftoff	ncRNA_gene	381260	381370	.	-1	.	CNAG_10503_0	1.0	unspecified product	rRNA	0			CNAG_10503										1.0					rRNA
CP097925.1	Liftoff	ncRNA_gene	411316	413110	.	-1	.	CNAG_10502_0	0.996	unspecified product	rRNA	0			CNAG_10502										0.996					rRNA
CP097925.1	Liftoff	ncRNA_gene	416075	419041	.	-1	.	CNAG_10500_0	0.998	unspecified product	rRNA	0			CNAG_10500										0.998					rRNA
CP097925.1	Liftoff	ncRNA_gene	419257	419406	.	-1	.	CNAG_10501_0	1.0	unspecified product	rRNA	0			CNAG_10501										1.0					rRNA
